"subject" "activity" "sensor" "direction" "mean" "std"
4 "STANDING" "Gyro" "Z" -0.882957408303571 -0.303521499660714
4 "WALKING" "Acc" "X" 0.278582015166667 -0.440829971333333
4 "WALKING" "Acc" "Y" -0.0148399475341667 -0.0788267367683333
4 "WALKING" "Acc" "Z" -0.11140306485 -0.586252806833333
4 "WALKING" "Gyro" "X" -0.91765634 -0.590794151166667
4 "WALKING" "Gyro" "Y" -0.502868109 0.388412857666667
4 "WALKING" "Gyro" "Z" -0.26858671235 0.29938842875
4 "WALKING_DOWNSTAIRS" "Acc" "X" 0.279965329555556 0.0111935496222222
4 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.00980200850666667 -0.21859832499
4 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.1067775246 -0.479185977111111
4 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.870983747333333 -0.506029215777778
4 "WALKING_DOWNSTAIRS" "Gyro" "Y" -0.137581175804444 0.402134409555556
4 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.481927754888889 0.272496310777778
4 "WALKING_UPSTAIRS" "Acc" "X" 0.270876696730769 -0.204933042903846
4 "WALKING_UPSTAIRS" "Acc" "Y" -0.0319804295729615 -0.0666899105180769
4 "WALKING_UPSTAIRS" "Acc" "Z" -0.114219455519231 -0.372137777692308
4 "WALKING_UPSTAIRS" "Gyro" "X" -0.815954715769231 -0.383871065461538
4 "WALKING_UPSTAIRS" "Gyro" "Y" -0.495471711153846 0.416566138461538
4 "WALKING_UPSTAIRS" "Gyro" "Z" -0.351549761923077 0.267408959442308
5 "LAYING" "Acc" "X" 0.278334325576923 -0.965934509615385
5 "LAYING" "Acc" "Y" -0.0183042123269231 -0.969295613269231
5 "LAYING" "Acc" "Z" -0.107937603673077 -0.968562516346154
5 "LAYING" "Gyro" "X" -0.998323359615385 -0.965180971538461
5 "LAYING" "Gyro" "Y" -0.975277712884615 -0.377266295442308
5 "LAYING" "Gyro" "Z" -0.978399509615385 -0.555706465
5 "SITTING" "Acc" "X" 0.273694139545455 -0.980945022045455
5 "SITTING" "Acc" "Y" -0.00990083527045455 -0.904335121022727
5 "SITTING" "Acc" "Z" -0.108540300265909 -0.926094740227273
5 "SITTING" "Gyro" "X" -0.991825397045455 -0.924666587045455
5 "SITTING" "Gyro" "Y" -0.987172635454545 -0.432864806539773
5 "SITTING" "Gyro" "Z" -0.926019282272727 -0.342452363772727
5 "STANDING" "Acc" "X" 0.282544390892857 -0.968591815714286
5 "STANDING" "Acc" "Y" -0.00700418554517857 -0.869439913392857
5 "STANDING" "Acc" "Z" -0.102171095696429 -0.869327321785714
5 "STANDING" "Gyro" "X" -0.974625321071429 -0.869574723035714
5 "STANDING" "Gyro" "Y" -0.980680833571429 -0.358192479160714
5 "STANDING" "Gyro" "Z" -0.8977834575 -0.255889033964286
5 "WALKING" "Acc" "X" 0.27784234625 -0.294098534232143
5 "WALKING" "Acc" "Y" -0.0172850317482679 0.0767484028053571
5 "WALKING" "Acc" "Z" -0.107741776464286 -0.45702143625
5 "WALKING" "Gyro" "X" -0.862056129107143 -0.358814040535714
5 "WALKING" "Gyro" "Y" -0.366868936553571 0.409693295178571
5 "WALKING" "Gyro" "Z" -0.303186019535714 0.307906791821429
5 "WALKING_DOWNSTAIRS" "Acc" "X" 0.29354392712766 0.275046110468085
5 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.00850107533191489 0.0907630761042553
5 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.100319930659574 -0.325891435319149
5 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.789104447659574 -0.361565122340426
5 "WALKING_DOWNSTAIRS" "Gyro" "Y" 0.0434363537723404 0.288756102212766
5 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.291690597308511 0.316038404255319
5 "WALKING_UPSTAIRS" "Acc" "X" 0.268459469914894 -0.0457237779851064
5 "WALKING_UPSTAIRS" "Acc" "Y" -0.0325269755153191 0.185022459476596
5 "WALKING_UPSTAIRS" "Acc" "Z" -0.107471453914894 -0.308938978787234
5 "WALKING_UPSTAIRS" "Gyro" "X" -0.779073327659574 -0.297029928989149
5 "WALKING_UPSTAIRS" "Gyro" "Y" -0.250727103893617 0.417366364255319
5 "WALKING_UPSTAIRS" "Gyro" "Z" -0.0237973381170213 0.256265877680851
6 "LAYING" "Acc" "X" 0.248656520140351 -0.934049422052632
6 "LAYING" "Acc" "Y" -0.0102529170561404 -0.924644826385965
6 "LAYING" "Acc" "Z" -0.133119570368421 -0.925216100350877
6 "LAYING" "Gyro" "X" -0.987104135438597 -0.923620179649123
6 "LAYING" "Gyro" "Y" -0.944737626842105 -0.294607332361404
6 "LAYING" "Gyro" "Z" -0.949794073333333 -0.398550641684211
6 "SITTING" "Acc" "X" 0.276778487454545 -0.980164933636364
6 "SITTING" "Acc" "Y" -0.0145911615290909 -0.923682131090909
6 "SITTING" "Acc" "Z" -0.110127728709091 -0.925797097090909
6 "SITTING" "Gyro" "X" -0.993313137272727 -0.933748145090909
6 "SITTING" "Gyro" "Y" -0.988993715636364 -0.439885119036364
6 "SITTING" "Gyro" "Z" -0.952358086545455 -0.357703755418182
6 "STANDING" "Acc" "X" 0.280346248596491 -0.981758159649123
6 "STANDING" "Acc" "Y" -0.0181236327175439 -0.921493191754386
6 "STANDING" "Acc" "Z" -0.112172831947368 -0.925692371929825
6 "STANDING" "Gyro" "X" -0.992031656666667 -0.928748442807018
6 "STANDING" "Gyro" "Y" -0.988808262105263 -0.456147216929825
6 "STANDING" "Gyro" "Z" -0.940208416842105 -0.375715567159649
6 "WALKING" "Acc" "X" 0.283658868070175 -0.296538717368421
6 "WALKING" "Acc" "Y" -0.0168954189082456 0.164213884996491
6 "WALKING" "Acc" "Z" -0.110303165877193 -0.504324207192982
6 "WALKING" "Gyro" "X" -0.881317397192982 -0.509185894385965
6 "WALKING" "Gyro" "Y" -0.484140010350877 0.385355548245614
6 "WALKING" "Gyro" "Z" -0.140555265577193 0.375026136315789
6 "WALKING_DOWNSTAIRS" "Acc" "X" 0.277045258145833 0.383681639791667
6 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.019536840063125 0.360164958768542
6 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.107209356208333 -0.320204232520417
6 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.764820072708333 -0.382274574625
6 "WALKING_DOWNSTAIRS" "Gyro" "Y" 0.135444053783333 0.304254764541667
6 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.16464271655625 0.377519851875
6 "WALKING_UPSTAIRS" "Acc" "X" 0.268229355098039 -0.0501350188513725
6 "WALKING_UPSTAIRS" "Acc" "Y" -0.0272425385070588 0.189276117327451
6 "WALKING_UPSTAIRS" "Acc" "Z" -0.122082438784314 -0.353519514896078
6 "WALKING_UPSTAIRS" "Gyro" "X" -0.798916932745098 -0.378434462686275
6 "WALKING_UPSTAIRS" "Gyro" "Y" -0.286775314019608 0.145576437
6 "WALKING_UPSTAIRS" "Gyro" "Z" -0.159827544221569 0.355607625294118
7 "LAYING" "Acc" "X" 0.250176694038462 -0.93651361
7 "LAYING" "Acc" "Y" -0.0204411516884615 -0.926262668653846
7 "LAYING" "Acc" "Z" -0.101361036576923 -0.952978365961539
7 "LAYING" "Gyro" "X" -0.993564975 -0.962043949423077
7 "LAYING" "Gyro" "Y" -0.943660836730769 -0.180395520723077
7 "LAYING" "Gyro" "Z" -0.943667545961538 -0.496314805615385
7 "SITTING" "Acc" "X" 0.284674637291667 -0.972668374583333
7 "SITTING" "Acc" "Y" -0.01461097580375 -0.909454698541667
7 "SITTING" "Acc" "Z" -0.122464597625 -0.8565329414375
7 "SITTING" "Gyro" "X" -0.952234133958333 -0.83821630125
7 "SITTING" "Gyro" "Y" -0.982513291041667 -0.478617125391667
7 "SITTING" "Gyro" "Z" -0.933340311041667 -0.424228615058333
7 "STANDING" "Acc" "X" 0.282723539433962 -0.979307570377358
7 "STANDING" "Acc" "Y" -0.0145740341037736 -0.923400921886792
7 "STANDING" "Acc" "Z" -0.0997778303207547 -0.917064168490566
7 "STANDING" "Gyro" "X" -0.989168784528302 -0.911188637735849
7 "STANDING" "Gyro" "Y" -0.986640389811321 -0.348334165056604
7 "STANDING" "Gyro" "Z" -0.939351455471698 -0.366490518679245
7 "WALKING" "Acc" "X" 0.275592961754386 -0.327243240701754
7 "WALKING" "Acc" "Y" -0.018653665345614 -0.0772618561052631
7 "WALKING" "Acc" "Z" -0.110912234947368 0.159631283261403
7 "WALKING" "Gyro" "X" -0.390920700087719 0.036230388831
7 "WALKING" "Gyro" "Y" -0.356251550350877 0.246535614494737
7 "WALKING" "Gyro" "Z" -0.445005360175439 0.374220363070175
7 "WALKING_DOWNSTAIRS" "Acc" "X" 0.28030708 0.0660815600978723
7 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.0166332372978723 -0.138179072734043
7 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.096938308587234 -0.0636402447755319
7 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.580276838808511 -0.361101487914894
7 "WALKING_DOWNSTAIRS" "Gyro" "Y" -0.331440535857447 0.0435889022553191
7 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.453074631914894 0.270299866595745
7 "WALKING_UPSTAIRS" "Acc" "X" 0.248706923078431 -0.29487297445098
7 "WALKING_UPSTAIRS" "Acc" "Y" -0.0275639005607843 -0.32616002254902
7 "WALKING_UPSTAIRS" "Acc" "Z" -0.143769688803922 -0.145665025639216
7 "WALKING_UPSTAIRS" "Gyro" "X" -0.654999822745098 -0.15774777907451
7 "WALKING_UPSTAIRS" "Gyro" "Y" -0.437175622352941 0.153892162431373
7 "WALKING_UPSTAIRS" "Gyro" "Z" -0.506619573137255 0.159327413607843
8 "LAYING" "Acc" "X" 0.261254282907407 -0.94304121537037
8 "LAYING" "Acc" "Y" -0.0212281733881481 -0.93489116
8 "LAYING" "Acc" "Z" -0.102245365611111 -0.932491454407407
8 "LAYING" "Gyro" "X" -0.982990619444444 -0.933633410925926
8 "LAYING" "Gyro" "Y" -0.948880273333333 -0.276846183777778
8 "LAYING" "Gyro" "Z" -0.939802693333333 -0.502223796833333
8 "SITTING" "Acc" "X" 0.267491472934783 -0.979026152391304
8 "SITTING" "Acc" "Y" -0.00672550621304348 -0.927331997021739
8 "SITTING" "Acc" "Z" -0.104461049130435 -0.939553030217391
8 "SITTING" "Gyro" "X" -0.989008791086956 -0.939213743913043
8 "SITTING" "Gyro" "Y" -0.982610213695652 -0.528186627717391
8 "SITTING" "Gyro" "Z" -0.932014871956522 -0.442437986630435
8 "STANDING" "Acc" "X" 0.279620986111111 -0.988815418148148
8 "STANDING" "Acc" "Y" -0.0148113067148148 -0.938479429074074
8 "STANDING" "Acc" "Z" -0.106114996837037 -0.926065255185185
8 "STANDING" "Gyro" "X" -0.973342807222222 -0.913769714259259
8 "STANDING" "Gyro" "Y" -0.992766930185185 -0.588012762703704
8 "STANDING" "Gyro" "Z" -0.950812107222222 -0.489773943418519
8 "WALKING" "Acc" "X" 0.27468631 -0.173605736002083
8 "WALKING" "Acc" "Y" -0.0186628865310417 0.380782052708333
8 "WALKING" "Acc" "Z" -0.107252090833333 -0.1420885318125
8 "WALKING" "Gyro" "X" -0.63982865 -0.191090831375
8 "WALKING" "Gyro" "Y" -0.252908467970833 0.449553413125
8 "WALKING" "Gyro" "Z" -0.0598839012604167 0.306133620729167
8 "WALKING_DOWNSTAIRS" "Acc" "X" 0.283484089210526 0.0241393473736842
8 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.0211058674973684 0.343826273105263
8 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.107598135394737 0.1337170395
8 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.413861743684211 0.0229826460789474
8 "WALKING_DOWNSTAIRS" "Gyro" "Y" -0.250101247236842 0.322269204947368
8 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.0168393588947368 0.273346306184211
8 "WALKING_UPSTAIRS" "Acc" "X" 0.258880152048781 -0.171712174634146
8 "WALKING_UPSTAIRS" "Acc" "Y" -0.0282415136341463 0.348768733170732
8 "WALKING_UPSTAIRS" "Acc" "Z" -0.11512211995122 0.121187278790244
8 "WALKING_UPSTAIRS" "Gyro" "X" -0.427731899658537 0.0169708125219512
8 "WALKING_UPSTAIRS" "Gyro" "Y" -0.286779364463415 0.438874806097561
8 "WALKING_UPSTAIRS" "Gyro" "Z" 0.0241371047439024 0.266059171390244
9 "LAYING" "Acc" "X" 0.2591955368 -0.94233309
9 "LAYING" "Acc" "Y" -0.020526821662 -0.9162927764
9 "LAYING" "Acc" "Z" -0.10754972144 -0.9407072854
9 "LAYING" "Gyro" "X" -0.9957235514 -0.952220602
9 "LAYING" "Gyro" "Y" -0.9553824416 -0.16571187738
9 "LAYING" "Gyro" "Z" -0.9363879146 -0.377707486806
9 "SITTING" "Acc" "X" 0.24832674354 -0.9572277914
9 "SITTING" "Acc" "Y" -0.02701677698 -0.875141405
9 "SITTING" "Acc" "Z" -0.07537846886 -0.83200187268
9 "SITTING" "Gyro" "X" -0.9359776545 -0.8141925404
9 "SITTING" "Gyro" "Y" -0.966321735 -0.4078066568
9 "SITTING" "Gyro" "Z" -0.89030908456 -0.38770153254
9 "STANDING" "Acc" "X" 0.282310057333333 -0.975741252444444
9 "STANDING" "Acc" "Y" -0.0200454954022222 -0.938635759333333
9 "STANDING" "Acc" "Z" -0.0952747481333333 -0.919295805777778
9 "STANDING" "Gyro" "X" -0.988928992444444 -0.911227601777778
9 "STANDING" "Gyro" "Y" -0.986631775111111 -0.370887145111111
9 "STANDING" "Gyro" "Z" -0.953967065111111 -0.473984515788889
9 "WALKING" "Acc" "X" 0.278502842115385 -0.238353562692308
9 "WALKING" "Acc" "Y" -0.0180891971284423 -0.201696960826923
9 "WALKING" "Acc" "Z" -0.110820512307692 -0.0579636469030769
9 "WALKING" "Gyro" "X" -0.598564053461539 -0.0171568260153846
9 "WALKING" "Gyro" "Y" -0.327800816346154 0.386924848269231
9 "WALKING" "Gyro" "Z" -0.385318944807692 0.162967734636538
9 "WALKING_DOWNSTAIRS" "Acc" "X" 0.295923445 0.213392270547619
9 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.0203994269075476 -0.208310705504762
9 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.0910278793952381 -0.00771530035714285
9 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.513666015619048 -0.189607548571429
9 "WALKING_DOWNSTAIRS" "Gyro" "Y" -0.183498240253095 0.15154141122381
9 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.43360038052619 0.177969319714286
9 "WALKING_UPSTAIRS" "Acc" "X" 0.262436475714286 -0.36144437755102
9 "WALKING_UPSTAIRS" "Acc" "Y" -0.0195101099975714 -0.302206203816327
9 "WALKING_UPSTAIRS" "Acc" "Z" -0.125219003959184 -0.253434083542857
9 "WALKING_UPSTAIRS" "Gyro" "X" -0.731676479795918 -0.278252494363265
9 "WALKING_UPSTAIRS" "Gyro" "Y" -0.488128058571429 0.328343920938776
9 "WALKING_UPSTAIRS" "Gyro" "Z" -0.425852392857143 0.180750991381633
10 "LAYING" "Acc" "X" 0.280230574137931 -0.968283685
10 "LAYING" "Acc" "Y" -0.024294484137931 -0.946454302068966
10 "LAYING" "Acc" "Z" -0.117168642362069 -0.95947148637931
10 "LAYING" "Gyro" "X" -0.987558808793103 -0.960443643413793
10 "LAYING" "Gyro" "Y" -0.97712414137931 -0.428352278275862
10 "LAYING" "Gyro" "Z" -0.958601128344828 -0.569606762362069
10 "SITTING" "Acc" "X" 0.270612056481481 -0.982901825925926
10 "SITTING" "Acc" "Y" -0.015042681852037 -0.917979529962963
10 "SITTING" "Acc" "Z" -0.104253238796296 -0.967826981666667
10 "SITTING" "Gyro" "X" -0.996959136296296 -0.970469402777778
10 "SITTING" "Gyro" "Y" -0.985863124074074 -0.546289455455556
10 "SITTING" "Gyro" "Z" -0.932455339444444 -0.506736375592593
10 "STANDING" "Acc" "X" 0.276650300681818 -0.978403481818182
10 "STANDING" "Acc" "Y" -0.0155418603409091 -0.919561843409091
10 "STANDING" "Acc" "Z" -0.107964083931818 -0.941271440454545
10 "STANDING" "Gyro" "X" -0.994342438636364 -0.945542254545455
10 "STANDING" "Gyro" "Y" -0.989971136363636 -0.438524941363636
10 "STANDING" "Gyro" "Z" -0.945057450454545 -0.367262308522727
10 "WALKING" "Acc" "X" 0.278574076603774 -0.178709734396226
10 "WALKING" "Acc" "Y" -0.017022351190566 -0.0227431651698113
10 "WALKING" "Acc" "Z" -0.109057512132075 -0.395645072075472
10 "WALKING" "Gyro" "X" -0.829563468490566 -0.370940608113208
10 "WALKING" "Gyro" "Y" -0.335355627924528 0.488530939056604
10 "WALKING" "Gyro" "Z" -0.355863206415094 0.213988883688679
10 "WALKING_DOWNSTAIRS" "Acc" "X" 0.290401594315789 0.295733547631579
10 "WALKING_DOWNSTAIRS" "Acc" "Y" -0.0200050770710526 0.00407915363157895
10 "WALKING_DOWNSTAIRS" "Acc" "Z" -0.110848597247368 -0.183557562032895
10 "WALKING_DOWNSTAIRS" "Gyro" "X" -0.690634855526316 -0.260228279431579
10 "WALKING_DOWNSTAIRS" "Gyro" "Y" 0.106287421653421 0.342976543421053
10 "WALKING_DOWNSTAIRS" "Gyro" "Z" -0.278177829947368 0.221561785697368
10 "WALKING_UPSTAIRS" "Acc" "X" 0.267121853404255 -0.161591924234043
10 "WALKING_UPSTAIRS" "Acc" "Y" -0.0143854920340426 -0.00555287692765957
10 "WALKING_UPSTAIRS" "Acc" "Z" -0.118180420834043 -0.0738744931340426
10 "WALKING_UPSTAIRS" "Gyro" "X" -0.596021824042553 -0.151985032891489
10 "WALKING_UPSTAIRS" "Gyro" "Y" -0.326109933361702 0.419821361914894
10 "WALKING_UPSTAIRS" "Gyro" "Z" -0.250803859617021 0.224394650631915
11 "LAYING" "Acc" "X" 0.280592970877193 -0.98477733
11 "LAYING" "Acc" "Y" -0.0176598052315789 -0.972196873859649
11 "LAYING" "Acc" "Z" -0.108786578070175 -0.971311176842105
11 "LAYING" "Gyro" "X" -0.99833016245614 -0.979083903157895
11 "LAYING" "Gyro" "Y" -0.988663179473684 -0.53760681177193
